lang	clemma	op	synset	verdict	reason	n_occurrences
ind	seperti itu	=	01410606-a	GOOD	seperti itu=like that matches similar sense	1
ind	seperti itu	=	77000080-a	GOOD	custom demonstrative synset fits itu component	1
ind	seporsi	=	07578363-n	GOOD	seporsi=a serving/portion matches	1
ind	sepuas	=	00588797-a	GOOD	sepuas(nya) root puas=satisfied matches	2
ind	sepuas	=	02490877-v	BAD	sepuas mismatched; rayakan means celebrate, not sepuas	1
ind	sepupu	<	05695806-n	GOOD	sepupu as metaphorical counterpart fits context	1
ind	serangkaian	=	08457976-n	GOOD	serangkaian=a series of matches	1
ind	serbu	<	00010466-r	BAD	serbu=attack/swarm, not fully/to the full	1
ind	seringkali	=	00059547-r	GOOD	seringkali=often matches	1
ind	serta	=	00047534-r	GOOD	serta=besides/also matches	1
ind	serta	=	00219389-a	BAD	serta is conjunction, not adjective glorious	1
ind	serta	=	02434976-v	GOOD	serta as root of join/participate verb fits	1
ind	seru	=	00429949-n	GOOD	seru(nya)=fun/excitement matches	1
ind	seru	=	01357342-a	GOOD	seru=exhilarating/stimulating matches	1
ind	seru	=	02450256-v	BAD	serunya is noun/adj, mistagged as verb participate	1
ind	sh	=	03116530-n	BAD	SH is unclear abbreviation, not clearly counter	1
ind	shah	=	01654628-v	BAD	Shah is royal title, not verb build/construct	1
ind	shui	=	05915811-n	BAD	shui alone is fragment, needs feng	1
ind	sia	=	02690081-n	GOOD	SIA=Singapore Airlines acronym matches airline	1
ind	sia	=	08434259-n	BAD	SIA (airline) mismatched with network sense	1
ind	siang	=	00100082-r	BAD	siang means later here, opposite of early	1
ind	siapkan	=	01930512-a	BAD	siapkan is verb prepare, not adjective ready	1
ind	silkair	=	02408977-a	BAD	SilkAir is proper noun, not adjective regional	1
ind	sin	=	00021265-n	BAD	proper-noun fragment (coffee shop name)	1
ind	sin	=	02396720-a	BAD	proper-noun fragment (coffee shop name)	1
ind	sin	=	04202417-n	BAD	proper-noun fragment (coffee shop name)	1
ind	singa	=	08997801-n	BAD	singa=lion, fragment of negara Singa metaphor	1
ind	singapore	=	00195024-r	BAD	Singapore proper-noun fragment, not regularly	1
ind	singapore	=	00228294-a	BAD	Singapore proper-noun fragment, not world-class	2
ind	singapore	=	00743344-v	BAD	Singapore proper-noun fragment, not contact	1
ind	singapore	=	01028748-v	BAD	Singapore proper-noun fragment, not name/call	1
ind	singapore	=	01099951-a	BAD	Singapore proper-noun fragment, not specific	1
ind	singapore	=	06532330-n	BAD	Singapore proper-noun fragment, not law	1
ind	singapore	=	10655875-n	BAD	Singapore mistagged as stewardess sense	1
ind	singapore tourism board	=	00108913-r	BAD	STB tagged to unrelated adverb sense	1
ind	singapore tourism board	=	00494409-a	BAD	wrong POS, annotator flags MWE issue	1
ind	singapore tourism board	=	10378780-n	BAD	org name mistagged as operator noun	1
ind	singapura”	=	08997487-n	GOOD	correct name for country Singapore	1
ind	singlish	<	06947032-n	GOOD	Singlish is lexicalised variety of English	3
ind	sinilah	=	08489497-n	GOOD	sinilah means here, matches present location	1
ind	sir	=	11252222-n	BAD	generic title not specific to Raffles	1
ind	sisi	=	05850624-n	GOOD	sisi matches facet/aspect sense	2
ind	sk-ii	=	00665781-n	BAD	brand name mistagged as facial treatment	1
ind	sk-ii	=	03506370-n	BAD	brand name mistagged as spa	1
ind	skate	=	00228294-a	BAD	park name token wrongly tagged world-class	1
ind	sky	=	00674607-v	BAD	suite name wrongly tagged as choose	1
ind	slide/kaset	=	13245338-n	BAD	physical medium not intellectual property	1
ind	slide/kaset	=	13791389-n	BAD	wrong word mapped to connection sense	1
ind	smrt	=	00577525-n	BAD	company name mistagged as generic service	1
ind	soda	=	00182406-v	BAD	noun soda tagged to verb add	1
ind	soda	=	07936548-n	GOOD	soda matches soda water sense	1
ind	soda	~	02876657-n	BAD	soda mistagged as bottle	1
ind	som	=	03574004-n	BAD	person name mistagged as brainchild	1
ind	soon	=	00327145-v	BAD	fish name mistagged as steam verb	1
ind	spesifik	=	01103021-a	GOOD	spesifik matches specific	1
ind	spesifik	=	06845599-n	BAD	adjective wrongly tagged to brand noun	1
ind	sri	=	02204472-a	BAD	honorific title mistagged as nineteenth	1
ind	stadium	=	00343249-n	BAD	stadium mistagged as spin	1
ind	stadium	=	01401772-v	BAD	stadium mistagged as smash	1
ind	stamford	=	11252222-n	GOOD	Stamford is part of Raffles's name	1
ind	standard	=	00228294-a	BAD	unrelated English word mistagged world-class	1
ind	states	=	09625401-n	BAD	org name mistagged as national noun	1
ind	stik	=	03446070-n	GOOD	stik golf colloquially means golf club	1
ind	store	=	02064745-a	BAD	store mistagged as different	1
ind	store	=	03176763-n	GOOD	store matches department store	2
ind	street	=	01028748-v	BAD	noun street tagged to verb name	1
ind	subramaniam	=	00887463-v	BAD	deity name mistagged as devote	1
ind	suites	=	00674607-v	BAD	suite name mistagged as choose	2
ind	sultan	=	01654628-v	BAD	title/name mistagged as build	1
ind	sultan	=	02126430-a	BAD	road name component mistagged as located	1
ind	suntec	=	05915811-n	BAD	mall name mistagged as feng shui	1
ind	suntec	=	08523483-n	BAD	mall name mistagged as center	1
ind	swan	=	01639714-v	BAD	firm name mistagged as design verb	1
ind	t2	=	03116530-n	BAD	terminal name mistagged as counter	1
ind	t2	=	04473432-n	BAD	terminal instance not transport system word	1
ind	t3	=	03116530-n	BAD	terminal name mistagged as counter	1
ind	t3	=	04473432-n	BAD	terminal instance not transport system word	1
ind	table	<	04379964-n	BAD	redundant hyponym of identical word	1
ind	table	=	00743344-v	BAD	association name mistagged as contact	1
ind	tahu	~	12532168-n	GOOD	tofu plausibly related to soybean plant	1
ind	tahun	=	15150618-n	BAD	generic word year tagged to specific decade	1
ind	tak	=	00033922-r	BAD	negator alone mistagged as soon, needs MWE	1
ind	tak terkalahkan	=	02526124-a	GOOD	matches invincible/unassailable sense	1
ind	taksi	=	08517966-n	BAD	taxi vehicle mistagged as taxi stand	1
ind	taman	=	03963645-n	BAD	generic taman too broad for playground	1
ind	tamasya	=	00311809-n	GOOD	matches excursion/pleasure trip	1
ind	tamasya	=	02684924-v	BAD	noun tagged to unrelated verb continue	1
ind	tambahan	=	13325505-n	BAD	generic addition too broad for surcharge	1
ind	tampil	=	01721169-v	GOOD	tampil matches appear/perform on stage	1
ind	tampil	~	00423971-v	GOOD	tampil already listed synonym for emerge	1
ind	tan	=	01640550-v	BAD	person name mistagged as design verb	1
ind	tan	=	07969695-n	BAD	clan name instance not generic clan word	1
ind	tang	=	08158920-n	GOOD	Tang matches Tang dynasty, already a lemma	1
ind	tangan	=	00673456-a	BAD	tangan (hand) alone not handmade adjective	1
ind	tangan	=	00935005-n	BAD	tangan alone not arts and crafts	2
ind	tanglin	=	01386234-a	BAD	place name mistagged as extensive	1
ind	tanpa	=	00927832-a	BAD	function word tanpa mapped to content adj	1
ind	tanpa	~	02268485-a	GOOD	tanpa related to negation quantifier no	1
ind	tao	=	09848285-n	GOOD	Tao matches Taoist adherent sense	1
ind	tara	=	04746842-n	GOOD	tara means match/equal, fits comparison	2
ind	tarik	=	04688246-n	BAD	tarik (pull) alone not attraction, needs MWE	1
ind	tarik	=	10677271-n	BAD	tarik mistagged as supplier	1
ind	tata	=	03714235-n	BAD	tata alone not makeup, needs tata rias	2
ind	tataki	=	02626762-n	BAD	tataki is preparation method not tuna	1
ind	tea	=	05850823-n	BAD	salon name mistagged as attraction	1
ind	teater	=	02427103-v	BAD	noun teater tagged to verb establish	1
ind	teh	=	10677271-n	BAD	teh (tea) mistagged as supplier	1
ind	tekka	=	02427103-v	BAD	place name mistagged as establish verb	1
ind	telusuri	=	02326355-v	GOOD	matches browse/shop around	1
ind	tempat	=	08567877-n	BAD	generic tempat too broad for destination	1
ind	tempat gelap	=	00273082-a	BAD	noun phrase tagged to adjective dark	1
ind	tempat gelap	=	06401107-n	BAD	physical place not textual passage sense	1
ind	tempat ini	=	06401107-n	BAD	physical place not textual passage sense	1
ind	tempat ini	=	08620061-n	GOOD	this place matches precise location	1
ind	tempat ini	=	77000075-a	BAD	phrase includes extra word beyond determiner	1
ind	tempat ini	=	77000075-n	BAD	phrase includes extra word beyond pronoun	1
ind	temple	=	01028748-v	BAD	noun temple tagged to verb name	1
ind	temple	=	02204472-a	BAD	temple name mistagged as nineteenth	1
ind	tengah	=	00667822-a	GOOD	tengah as progressive marker matches ongoing	1
ind	tengah	~	01014953-a	GOOD	tengah spatial middle plausibly related	2
ind	tennis	=	00743344-v	BAD	association name mistagged as contact	1
ind	teow	=	13768850-n	BAD	dish name fragment mistagged as plate	2
ind	terbuat	=	01653873-v	GOOD	matches make/shape sense	1
ind	terbuka	=	01692512-a	GOOD	terbuka matches open-air sense	3
ind	terdigitalisasi	~	00563824-v	GOOD	derived form genuinely means digitized	1
ind	terlebih	=	00102736-r	BAD	terlebih alone needs dahulu for first sense	2
ind	ternak	=	02402425-n	BAD	ternak is generic livestock not cattle	1
ind	tertambat	=	00159106-a	BAD	tertambat means tethered not glued	1
ind	tertandingi	=	02672187-v	GOOD	matches be equal to/rival sense	1
ind	tertaut	=	00567161-a	GOOD	matches linked/connected sense	1
ind	tetapi	=	00027384-r	GOOD	tetapi matches but/however sense	1
ind	thai	=	01028748-v	BAD	month name mistagged as verb call	2
ind	thai	=	03122750-a	BAD	month name mistagged as Tamil adjective	2
ind	the	=	01733477-v	BAD	English article mistagged as hold verb	2
ind	theaters	=	01733477-v	BAD	venue name fragment mistagged as hold	1
ind	theatre	=	01721169-v	BAD	venue name mistagged as appear/perform	1
ind	theatre	=	09044862-n	BAD	wrong token, should tag AS not theatre	1
ind	tidak	=	00020759-r	BAD	generic negator too narrow for never	1
ind	tidak lama	=	00024073-r	BAD	phrase means soon not generic negation	1
ind	tidak lama	=	00166025-r	BAD	antonym confusion, not long vs long	1
ind	tidak punya	=	00024587-r	BAD	verb phrase wrongly tagged as adverb no	1
ind	tidak punya	=	02204692-v	BAD	negated phrase tagged as possess	1
ind	tidak terbatas	=	00494409-a	BAD	legal phrase mistagged as respective	1
ind	tidak terbatas	=	10378780-n	BAD	unlimited mistagged as operator	1
ind	tiger	=	01090335-v	BAD	beer brand mistagged as fight	1
ind	tiger	=	01646021-a	BAD	beer brand mistagged as middle-aged	1
ind	tiger	=	02756346-a	BAD	brand name mistagged as local	1
ind	tim	=	00327145-v	GOOD	tim (steamed) matches steam cooking sense	1
ind	tim	=	00618944-a	GOOD	tim also used adjectivally as steamed	1
ind	tim	=	07775375-n	BAD	tim (steamed) mistagged as fish noun	1
ind	timah	=	08587174-n	BAD	place name instance not generic reserve word	1
ind	time	=	07887634-n	BAD	pub name fragment mistagged as lager	1
ind	toa	=	00343249-n	BAD	stadium name mistagged as spin	1
ind	toa	=	01401772-v	BAD	stadium name mistagged as smash	1
ind	tong	=	01666131-v	BAD	person name mistagged as concoct	1
ind	tong	=	01843689-v	BAD	shop name mistagged as visit	1
ind	top	=	06088995-n	BAD	wordplay fragment mistagged as organic chemistry	1
ind	top	=	06303888-n	BAD	top fragment mistagged as term	1
ind	top	=	07955057-n	BAD	top up fragment mistagged as content	1
ind	top	=	08663774-n	BAD	generic top too broad for rooftop	1
ind	toro	=	02626762-n	BAD	toro is fatty tuna cut, not tuna fish itself	1
ind	toserba	=	03099274-n	BAD	toserba is general store not convenience store	1
ind	tourism	=	01099951-a	BAD	board name fragment mistagged as specific	1
ind	tourism	=	06532330-n	BAD	board name fragment mistagged as law	1
ind	townlink	=	04211970-n	GOOD	Townlink is instance of shuttle service	1
ind	transfer	=	06519480-n	BAD	airport transfer service not transfer ticket	3
ind	transit	=	00404110-a	BAD	company name fragment mistagged as vibrant	1
ind	transitlink	=	03116530-n	BAD	company name mistagged as counter	2
ind	transitlink	=	03699975-n	BAD	company name mistagged as machine	1
ind	transitlink	=	06303888-n	BAD	company name mistagged as term	1
ind	transitlink	=	06518719-n	BAD	company name mistagged as ticket	1
ind	transitlink	=	07955057-n	BAD	company name mistagged as content	1
ind	treasure	=	03356158-n	BAD	chain name fragment mistagged as flagship	1
ind	tunai	=	13376643-n	BAD	tunai (cash) too broad for cash card	1
ind	tunggu	=	00929815-a	BAD	base verb wait wrongly tagged as awaited adj	1
ind	turun	~	01849221-v	GOOD	colloquial turun matches come/move toward	1
ind	ubin	=	01843689-v	BAD	island name mistagged as visit verb	1
ind	udara	=	01692512-a	BAD	udara (air) noun not open-air adjective	3
ind	ujung	=	05567117-n	BAD	generic ujung too broad for fingertip	1
ind	ujung	=	15266911-n	GOOD	ujungnya idiomatically means in the end	1
ind	ulang tahun	=	00866702-v	BAD	wrong tagging per annotator's own note	1
ind	ulang tahun	=	01654628-v	BAD	wrong tagging per annotator's own note	1
ind	ulang tahun	=	01734502-v	BAD	wrong tagging per annotator's own note	1
ind	ulang tahun	=	02204472-a	BAD	wrong tagging per annotator's own note	1
ind	uncle	<	06339416-n	GOOD	uncle is lexicalised address title	1
ind	undang	=	08441203-n	GOOD	undang(-undang) token matches law sense	2
ind	uniform	=	06358747-n	BAD	bare uniform not URL, needs full phrase	1
ind	up”	=	06303888-n	BAD	fragment of top up mistagged as term	1
ind	up”	=	07955057-n	BAD	fragment of top up mistagged as content	1
ind	usb	=	02826877-a	BAD	USB noun mistagged as electric adjective	1
ind	usb	=	03968293-n	GOOD	USB port matches plug/connector sense	1
ind	utama	=	02154312-v	BAD	person name fragment mistagged as spot	1
ind	utama	=	07579575-n	BAD	adjective utama wrongly tagged as noun entree	2
ind	utama	=	10472799-n	BAD	name fragment mistagged as prince noun	1
ind	utara	=	08964288-n	BAD	generic utara too broad for North Borneo	1
ind	video/cd-rom	=	13245338-n	BAD	physical medium not intellectual property	1
ind	video/cd-rom	=	13791389-n	BAD	wrong word mapped to connection sense	1
ind	view	=	02257370-v	BAD	shop name fragment mistagged as exchange	1
ind	vie™	=	00607780-v	BAD	show name fragment mistagged as remember	1
ind	vie™	=	01779428-a	BAD	show name fragment mistagged as personal	1
ind	village	=	02964782-a	BAD	stall name fragment mistagged as Chinese	1
ind	village	=	03032252-n	BAD	cinema brand fragment not generic cinema word	1
ind	village	=	06613686-n	BAD	cinema brand fragment mistagged as movie	1
ind	village	=	08226699-n	GOOD	village directly matches settlement sense	2
ind	vinayagar	=	01410363-a	BAD	deity name mistagged as different	1
ind	vinayagar	=	02204472-a	BAD	deity name mistagged as nineteenth	1
ind	visa	~	13376012-n	GOOD	Visa is a well-known credit card brand	1
ind	visioner	=	10756433-n	GOOD	visioner matches visionary sense	1
ind	volvo	=	00228294-a	BAD	brand name mistagged as world-class	1
ind	voyage	=	00607780-v	BAD	show name fragment mistagged as remember	1
ind	voyage	=	01779428-a	BAD	show name fragment mistagged as personal	1
ind	vuttishara	=	01028748-v	BAD	person name mistagged as verb name	1
ind	vuttishara	=	03117012-a	BAD	person name mistagged as Thai adjective	1
ind	vuttishara	=	10112129-n	BAD	person name mistagged as monk noun	1
ind	waisak	=	07274425-n	BAD	festival name mistagged as bowing	1
ind	wang	=	00887463-v	BAD	deity name fragment mistagged as dedicate	1
ind	wang	=	02427103-v	BAD	deity name fragment mistagged as establish	1
ind	wang	=	07969695-n	BAD	deity name fragment mistagged as clan	1
ind	warga	=	09625401-n	BAD	warga alone needs warga negara for national	1
ind	warna	=	05193338-n	GOOD	warna matches color/vividness idiom	1
ind	warna keemasan	=	00369941-a	GOOD	matches golden color sense exactly	1
ind	warna keemasan	=	00394135-a	BAD	too generic, duplicates precise golden sense	1
ind	warni	=	00402419-a	GOOD	warni part of reduplicated colorful term	1
ind	wealth	=	08523483-n	BAD	fountain name fragment mistagged as center	1
ind	web	=	06358900-n	BAD	bare web too broad for web page	1
ind	webnya	=	04604276-n	GOOD	webnya matches World Wide Web sense	2
ind	welas	=	07553741-n	GOOD	welas alone means compassion	1
ind	welas	=	07554500-n	GOOD	welas alone plausibly means mercy	1
ind	welas asih	=	07554500-n	GOOD	welas asih directly means mercy/compassion	1
ind	western	=	00825089-a	GOOD	Western genre term matches western adjective	1
ind	western	=	01158872-v	BAD	Western mistagged as use verb	1
ind	western	=	05718556-n	BAD	Western mistagged as music noun	1
ind	western	=	08644722-n	BAD	Country mistagged as rural area sense	1
ind	wild	=	01195299-v	BAD	restaurant name fragment mistagged as try	1
ind	wine	=	07892512-n	BAD	generic wine too narrow for red wine specifically	1
ind	wisata	=	00310666-n	GOOD	wisata matches tour/circuit sense	1
ind	with	=	02964782-a	BAD	English preposition mistagged as Chinese	1
ind	women	=	00228294-a	BAD	event name fragment mistagged as world-class	1
ind	world	=	05985602-n	BAD	event name fragment mistagged as folklore	1
ind	world	=	09350045-n	BAD	event name fragment mistagged as Mediterranean	1
ind	www.tigerairways.com	=	02690081-n	BAD	URL is not itself the airline	1
ind	xtreme	=	00195024-r	BAD	marathon name fragment mistagged as regularly	1
ind	xtreme	=	00228294-a	BAD	park name fragment mistagged as world-class	1
ind	xtreme	=	01534858-a	GOOD	Xtreme is stylised spelling of extreme	1
ind	yang	=	77000079-a	GOOD	relativizer yang fits demonstrative function word	1
ind	yang banyak	=	07554500-n	BAD	phrase mistagged, unrelated to mercy	1
ind	yang biasa	=	00053691-a	BAD	wrong tagging per annotator's own note	1
ind	yang biasa	=	00195024-r	BAD	phrase not equivalent to regularly adverb	1
ind	yang biasa	=	01768724-a	BAD	wrong tagging, negator dropped, unrelated sense	1
ind	yang dahulu	=	01727926-a	GOOD	yang dahulu matches past/formerly sense	1
ind	yang menakjubkan	=	00220739-a	GOOD	matches stunning sense	3
ind	yang menakjubkan	=	01675190-a	GOOD	matches extraordinary sense	2
ind	yang mengerikan	=	00194924-a	GOOD	matches terrifying/chilling sense	1
ind	yang penting	=	02161432-a	GOOD	matches important/significant sense	1
ind	yang pertama	=	01010862-a	GOOD	matches first/preceding sense	1
ind	yang terkemuka	=	01375831-a	GOOD	matches renowned/celebrated sense	1
ind	yang utama	=	01536094-a	BAD	mismatched, not contemporary sense	1
